VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,description
2,2020-12-01 02:13:56,2020-12-01 02:18:10,1,.62,1,N,28,134,2,5,0.5,0.5,0,0,0.3,6.3,0,random destip*#
2,2020-12-01 02:08:19,2020-12-01 02:17:03,5,2.27,1,N,229,142,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,random destip*#
1,2020-12-01 02:01:33,2020-12-01 02:16:50,1,10.30,1,N,132,121,1,28.5,0.5,0.5,0,0,0.3,29.8,0,random destip*#
2,2020-12-01 02:14:32,2020-12-01 02:19:47,1,2.24,1,N,140,74,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,random destip*#
2,2020-12-01 02:53:27,2020-12-01 03:04:14,1,3.80,1,N,88,186,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5,random destip*#
2,2020-12-01 02:05:28,2020-12-01 02:14:15,1,3.14,1,N,163,193,2,11,0.5,0.5,0,0,0.3,14.8,2.5,random destip*#
2,2020-12-01 02:24:52,2020-12-01 02:28:31,1,.86,1,N,140,229,2,5,0.5,0.5,0,0,0.3,8.8,2.5,random destip*#
1,2020-12-01 02:27:22,2020-12-01 02:44:34,1,7.20,1,N,161,244,2,22,3,0.5,0,0,0.3,25.8,2.5,random destip*#
1,2020-12-01 02:55:27,2020-12-01 02:58:37,2,.80,1,N,166,24,2,5,0.5,0.5,0,0,0.3,6.3,0,random destip*#
1,2020-12-01 02:02:08,2020-12-01 02:28:27,1,9.30,1,N,162,62,1,30,3,0.5,5,0,0.3,38.8,2.5,random destip*#
2,2020-12-01 02:33:00,2020-12-01 02:44:22,1,3.18,1,N,238,264,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,random destip*#
1,2020-12-01 02:29:42,2020-12-01 02:34:12,1,1.10,1,N,48,143,2,5.5,3,0.5,0,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 02:27:06,2020-12-01 02:27:21,1,.00,5,N,100,100,1,20,0,0,1,0,0.3,23.8,2.5,random destip*#
2,2020-12-07 16:16:44,2020-12-07 16:22:04,1,.90,1,N,237,237,1,5.5,0.5,0.5,0.93,0,0.3,10.23,2.5,random destip*#
2,2020-12-07 16:52:02,2020-12-07 17:06:58,1,1.80,1,N,162,246,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,random destip*#
2,2020-12-01 02:31:47,2020-12-01 03:14:10,2,20.64,1,N,39,42,1,56.5,0.5,0.5,2.75,6.12,0.3,66.67,0,random destip*#
2,2020-12-01 02:15:09,2020-12-01 02:25:53,1,2.82,1,N,230,238,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,random destip*#
1,2020-12-01 02:28:33,2020-12-01 02:37:59,1,1.40,1,N,10,215,2,8.5,0.5,0.5,0,0,0.3,9.8,0,random destip*#
2,2020-12-01 02:07:26,2020-12-01 02:11:43,1,1.07,1,N,42,42,1,5.5,0.5,0.5,0,0,0.3,6.8,0,random destip*#
2,2020-12-01 02:16:04,2020-12-01 02:19:44,1,1.04,1,N,68,50,1,5.5,0.5,0.5,2.79,0,0.3,12.09,2.5,random destip*#
2,2020-12-01 02:49:09,2020-12-01 02:55:37,1,1.39,1,N,186,161,2,7,0.5,0.5,0,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 02:56:31,2020-12-01 03:03:22,1,2.32,1,N,161,236,1,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 02:09:36,2020-12-02 00:00:00,1,4.68,1,N,132,10,1,15,0.5,0.5,0,0,0.3,16.3,0,random destip*#
2,2020-12-01 03:28:31,2020-12-01 03:44:01,1,8.71,1,N,132,39,1,25,0.5,0.5,2,0,0.3,28.3,0,random destip*#
1,2020-12-01 03:58:16,2020-12-01 04:14:32,3,5.10,1,N,75,68,2,16.5,3,0.5,0,0,0.3,20.3,2.5,random destip*#
2,2020-12-01 03:58:55,2020-12-01 04:01:59,1,.60,1,N,186,90,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 03:06:03,2020-12-01 03:23:11,1,6.96,1,N,132,130,2,22,0.5,0.5,0,0,0.3,23.3,0,random destip*#
2,2020-12-01 03:33:21,2020-12-01 03:47:56,1,3.24,1,N,141,24,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5,random destip*#
2,2020-12-01 03:39:42,2020-12-01 03:57:52,1,4.44,1,N,152,247,2,16.5,0.5,0.5,0,0,0.3,17.8,0,random destip*#
2,2020-12-01 03:14:02,2020-12-01 03:22:51,1,1.64,1,N,68,137,2,8,0.5,0.5,0,0,0.3,11.8,2.5,random destip*#
1,2020-12-01 03:47:03,2020-12-01 04:00:21,1,3.50,1,N,186,262,2,13,3,0.5,0,0,0.3,16.8,2.5,random destip*#
2,2020-12-01 03:57:39,2020-12-01 03:58:20,2,.19,1,N,263,263,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5,random destip*#
2,2020-12-01 03:22:46,2020-12-01 03:43:40,1,5.90,1,N,170,83,2,20.5,0.5,0.5,0,0,0.3,24.3,2.5,random destip*#
2,2020-12-01 03:10:22,2020-12-01 03:13:35,1,.40,1,N,49,49,2,4.5,0.5,0.5,0,0,0.3,5.8,0,random destip*#
2,2020-12-01 03:29:33,2020-12-01 03:53:48,1,10.22,1,N,132,72,2,31.5,0.5,0.5,0,0,0.3,32.8,0,random destip*#
2,2020-12-01 03:05:41,2020-12-01 03:10:35,4,2.21,1,N,229,79,2,8,0.5,0.5,0,0,0.3,11.8,2.5,random destip*#
2,2020-12-01 02:57:20,2020-12-01 03:15:12,1,4.53,1,N,151,68,2,17,0.5,0.5,0,0,0.3,20.8,2.5,random destip*#
2,2020-12-01 03:16:57,2020-12-01 03:21:50,1,1.56,1,N,116,244,2,6.5,0.5,0.5,0,0,0.3,7.8,0,random destip*#
2,2020-12-01 03:24:24,2020-12-01 03:38:52,1,3.20,1,N,244,41,2,13,0.5,0.5,0,0,0.3,14.3,0,random destip*#
2,2020-12-01 03:08:07,2020-12-01 03:48:40,1,7.70,1,N,249,239,1,32,0.5,0.5,3,0,0.3,38.8,2.5,random destip*#
1,2020-12-01 03:02:07,2020-12-01 03:32:04,1,11.40,1,N,132,188,2,35.5,0.5,0.5,0,0,0.3,36.8,0,random destip*#
1,2020-12-01 03:45:27,2020-12-01 03:53:04,1,2.20,1,N,166,244,1,8.5,0.5,0.5,0,0,0.3,9.8,0,random destip*#
1,2020-12-01 03:12:32,2020-12-01 03:12:38,1,14.80,2,N,89,89,3,52,0,0.5,0,0,0.3,52.8,0,random destip*#
1,2020-12-01 03:16:06,2020-12-01 03:16:12,1,14.80,3,N,89,89,3,20,0.5,0,0,0,0.3,20.8,0,random destip*#
1,2020-12-01 03:37:52,2020-12-01 03:50:39,1,5.10,1,N,263,232,1,16,3,0.5,3.95,0,0.3,23.75,2.5,random destip*#
1,2020-12-01 03:58:59,2020-12-01 03:59:32,4,5.10,1,N,148,148,3,2.5,3,0.5,0,0,0.3,6.3,2.5,random destip*#
2,2020-12-01 03:23:05,2020-12-01 03:42:28,1,9.55,1,N,132,130,1,28,0.5,0.5,5.86,0,0.3,35.16,0,random destip*#
2,2020-12-01 03:25:48,2020-12-01 03:37:34,1,5.69,1,N,132,197,2,17.5,0.5,0.5,0,0,0.3,18.8,0,random destip*#
1,2020-12-01 03:51:25,2020-12-01 03:58:00,1,1.50,1,N,137,107,2,7,3,0.5,0,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 03:59:56,2020-12-01 04:03:18,1,1.36,1,N,90,230,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 03:15:33,2020-12-01 03:22:27,2,1.28,1,N,186,233,2,7,0.5,0.5,0,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 03:15:17,2020-12-01 03:21:39,1,1.02,1,N,186,246,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,random destip*#
1,2020-12-01 03:50:22,2020-12-01 04:04:20,2,3.00,1,N,238,116,1,13,3,0.5,0,0,0.3,16.8,2.5,random destip*#
2,2020-12-01 03:34:09,2020-12-01 04:01:41,2,11.46,1,N,68,167,2,33.5,0.5,0.5,0,0,0.3,37.3,2.5,random destip*#
2,2020-12-01 03:37:49,2020-12-01 03:50:33,1,7.61,1,N,132,76,2,21.5,0.5,0.5,0,0,0.3,22.8,0,random destip*#
2,2020-12-01 03:52:28,2020-12-01 03:58:18,1,1.50,1,N,170,68,1,7,0.5,0.5,1,0,0.3,11.8,2.5,random destip*#
1,2020-12-01 03:01:14,2020-12-01 03:20:57,1,7.90,1,N,186,244,1,25,3,0.5,1,0,0.3,29.8,2.5,random destip*#
1,2020-12-01 03:28:30,2020-12-01 03:36:46,1,2.50,1,N,166,143,2,9.5,3,0.5,0,0,0.3,13.3,2.5,random destip*#
2,2020-12-01 03:23:29,2020-12-01 03:36:28,1,4.46,1,N,186,226,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5,random destip*#
2,2020-12-01 03:39:04,2020-12-01 03:53:23,1,9.73,1,N,132,39,2,27,0.5,0.5,0,0,0.3,28.3,0,random destip*#
1,2020-12-01 03:36:55,2020-12-01 04:05:16,4,16.20,1,N,132,89,2,44,0.5,0.5,0,0,0.3,45.3,0,random destip*#
2,2020-12-01 03:35:52,2020-12-01 03:49:52,1,6.39,1,N,132,130,2,20.5,0.5,0.5,0,0,0.3,21.8,0,random destip*#
2,2020-12-01 03:56:32,2020-12-01 03:56:34,1,.00,5,N,264,264,1,30,0,0,0,0,0.3,30.3,0,random destip*#
1,2020-12-01 03:05:00,2020-12-01 03:12:53,1,3.10,1,N,68,239,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5,random destip*#
2,2020-12-01 03:06:22,2020-12-01 03:09:58,1,1.39,1,N,90,230,2,6,0.5,0.5,0,0,0.3,9.8,2.5,random destip*#
2,2020-12-01 03:40:35,2020-12-01 03:51:30,1,4.05,1,N,132,10,2,13.5,0.5,0.5,0,0,0.3,14.8,0,random destip*#
2,2020-12-07 17:42:07,2020-12-07 18:08:12,1,7.11,1,N,68,244,1,24,0.5,0.5,2,0,0.3,29.8,2.5,random destip*#
2,2020-12-01 12:32:35,2020-12-01 12:45:08,1,1.46,1,N,142,142,1,9.5,0.5,0.5,5,0,0.3,18.3,2.5,random destip*#
2,2020-12-01 03:28:42,2020-12-01 03:54:51,1,15.76,4,N,132,117,1,43.5,0.5,0.5,8.96,0,0.3,53.76,0,random destip*#
1,2020-12-01 03:25:29,2020-12-01 03:40:07,1,6.80,1,N,132,197,2,20.5,0.5,0.5,0,0,0.3,21.8,0,random destip*#
2,2020-12-01 03:02:17,2020-12-01 03:18:09,1,4.39,1,N,48,232,2,16,0.5,0.5,0,0,0.3,19.8,2.5,random destip*#
1,2020-12-01 04:41:28,2020-12-01 04:43:41,1,.10,1,N,48,50,2,2.5,3,0.5,0,0,0.3,6.3,2.5,random destip*#
2,2020-12-01 04:21:40,2020-12-01 04:27:30,1,1.37,1,N,186,161,1,6.5,0.5,0.5,5,0,0.3,15.3,2.5,random destip*#
1,2020-12-01 04:54:25,2020-12-01 05:08:15,1,4.20,1,N,151,162,1,14.5,3,0.5,5.45,0,0.3,23.75,2.5,random destip*#
1,2020-12-01 04:14:42,2020-12-01 04:35:15,1,6.00,1,N,186,42,2,21,3,0.5,0,0,0.3,24.8,2.5,random destip*#
2,2020-12-01 04:51:15,2020-12-01 05:14:26,3,19.43,4,N,132,265,1,75,0.5,0.5,5,0,0.3,81.3,0,random destip*#
1,2020-12-01 04:52:49,2020-12-01 04:53:27,1,.00,1,N,79,79,2,2.5,3,0.5,0,0,0.3,6.3,2.5,random destip*#
